,mun_id,mun,mun_type,area_km2,pop_total,total,active_total,active_employed,active_unemployed,active_unemp_former,active_unemp_firstjob,inactive_total,inactive_students,inactive_houshold,labor_pariticpation_rate,total_nat,serbs,albanians,bosnians,bulgarians,bunjevci,vlasi,goranci,yugoslavs,hungarians,macedonians,muslims,germans,roma,romanians,russians,rusini,slovaks,slovenians,ukranians,croats,montenegrins,rest,undeclared,regional_assoc,unkown,majority_nationality,wage_2010,wage_2011,wage_2012,wage_2013,wage_2014,employment_rate,employment_per_pop,share_serbian,pop_density
57,70637,Koceljeva,normal,257.0,12497.0,13129.0,5865.0,5246.0,619.0,392.0,227.0,7264.0,731.0,1551.0,0.446720999314,13129.0,12107.0,2.0,6.0,1.0,,,5.0,5.0,3.0,3.0,2.0,,850.0,4.0,7.0,,2.0,2.0,2.0,5.0,8.0,7.0,61.0,,47.0,serbs,27312.0,29943.0,32516.0,38391.0,39710.0,0.894458653026,0.419780747379,0.922157056897,48.626459144
58,70645,Kragujevac - grad,city,835.0,178847.0,179417.0,78273.0,56126.0,22147.0,13170.0,8977.0,101144.0,15099.0,11797.0,0.436263007407,179417.0,172052.0,27.0,37.0,41.0,4.0,7.0,101.0,175.0,37.0,297.0,97.0,4.0,1482.0,17.0,40.0,6.0,16.0,34.0,18.0,192.0,645.0,231.0,2033.0,211.0,1613.0,serbs,31570.0,36918.0,39282.0,43011.0,41744.0,0.717054412122,0.313821310953,0.958950378169,214.188023952
59,70653,Kraljevo,normal,1530.0,122782.0,125488.0,49310.0,38262.0,11048.0,6669.0,4379.0,76178.0,10210.0,11876.0,0.392945939054,125488.0,120267.0,23.0,4.0,33.0,1.0,3.0,21.0,106.0,30.0,224.0,44.0,11.0,1266.0,17.0,40.0,,15.0,29.0,16.0,162.0,528.0,90.0,850.0,26.0,1682.0,serbs,29095.0,32309.0,35376.0,37400.0,36500.0,0.775948083553,0.311625482563,0.958394428152,80.2496732026
60,70661,Krupanj,normal,342.0,16459.0,17295.0,6994.0,5653.0,1341.0,791.0,550.0,10301.0,1110.0,2186.0,0.404394333622,17295.0,16629.0,,50.0,1.0,,,,5.0,3.0,1.0,167.0,,133.0,1.0,7.0,1.0,1.0,2.0,1.0,7.0,7.0,3.0,144.0,1.0,131.0,serbs,23882.0,25065.0,28775.0,29627.0,30749.0,0.80826422648,0.343459505438,0.961491760624,48.1257309942
61,70670,Krusevac,normal,854.0,125853.0,128752.0,51299.0,35880.0,15419.0,9352.0,6067.0,77453.0,10235.0,11580.0,0.398432645706,128752.0,122529.0,32.0,2.0,40.0,1.0,101.0,19.0,86.0,17.0,200.0,18.0,9.0,2461.0,38.0,35.0,,4.0,19.0,4.0,107.0,282.0,97.0,925.0,7.0,1719.0,serbs,29256.0,31393.0,33699.0,36149.0,36644.0,0.699428838769,0.285094515029,0.951666770225,147.368852459
62,70688,Kursumlija,normal,952.0,18488.0,19213.0,6440.0,4637.0,1803.0,1000.0,803.0,12773.0,1630.0,1887.0,0.335189715297,19213.0,18528.0,5.0,1.0,1.0,,,8.0,5.0,2.0,6.0,,,339.0,1.0,5.0,1.0,,3.0,,8.0,47.0,7.0,163.0,2.0,81.0,serbs,16503.0,23954.0,24282.0,28075.0,30044.0,0.720031055901,0.250811337084,0.96434705668,19.4201680672
63,70696,Kucevo,normal,721.0,14515.0,15516.0,4415.0,3447.0,968.0,592.0,376.0,11101.0,800.0,2174.0,0.284544985821,15516.0,10307.0,1.0,,1.0,1.0,3927.0,,26.0,7.0,13.0,5.0,1.0,39.0,105.0,,,,1.0,2.0,8.0,9.0,14.0,481.0,2.0,566.0,serbs,26119.0,28016.0,31081.0,32101.0,32947.0,0.780747451869,0.237478470548,0.664282031451,20.1317614424
64,70700, Lajkovac,normal,186.0,15150.0,15475.0,7240.0,6647.0,593.0,271.0,322.0,8235.0,1066.0,1610.0,0.467851373183,15475.0,14381.0,,1.0,,,,,16.0,,13.0,2.0,2.0,775.0,3.0,2.0,,1.0,2.0,,11.0,22.0,5.0,133.0,,106.0,serbs,45345.0,53613.0,60259.0,62313.0,62683.0,0.918093922652,0.438745874587,0.929305331179,81.4516129032
65,70718,Lebane,normal,337.0,20961.0,22000.0,9318.0,6326.0,2992.0,1543.0,1449.0,12682.0,1635.0,2028.0,0.423545454545,22000.0,20398.0,1.0,,2.0,,1.0,7.0,4.0,3.0,16.0,2.0,,1251.0,1.0,5.0,1.0,,1.0,,8.0,20.0,3.0,127.0,,149.0,serbs,25061.0,26988.0,29371.0,30446.0,31571.0,0.678901051728,0.301798578312,0.927181818182,62.1988130564
66,70726,Leskovac,normal,1025.0,140487.0,144206.0,59476.0,38260.0,21216.0,11955.0,9261.0,84730.0,11205.0,13522.0,0.412437762645,144206.0,133623.0,20.0,5.0,91.0,,2.0,4.0,88.0,15.0,291.0,19.0,19.0,7700.0,4.0,13.0,2.0,9.0,19.0,8.0,55.0,192.0,96.0,965.0,16.0,950.0,serbs,26733.0,29022.0,31980.0,33998.0,33955.0,0.64328468626,0.272338365827,0.926611930155,137.060487805
67,70734,Loznica,normal,612.0,77543.0,79327.0,30095.0,20096.0,9999.0,6448.0,3551.0,49232.0,5894.0,9630.0,0.379379026057,79327.0,74686.0,5.0,120.0,6.0,2.0,2.0,,74.0,26.0,34.0,540.0,9.0,761.0,6.0,26.0,3.0,15.0,7.0,12.0,77.0,58.0,51.0,791.0,9.0,2007.0,serbs,25215.0,28879.0,31505.0,32216.0,33207.0,0.667752118292,0.25915943412,0.941495329459,126.704248366
68,70742,Lucani,normal,454.0,20012.0,20897.0,8102.0,6797.0,1305.0,783.0,522.0,12795.0,1663.0,1955.0,0.387711154711,20897.0,20457.0,3.0,2.0,,,1.0,,14.0,4.0,9.0,4.0,1.0,112.0,1.0,4.0,1.0,3.0,,1.0,10.0,27.0,4.0,69.0,4.0,166.0,serbs,29651.0,35036.0,38828.0,41472.0,41309.0,0.83892865959,0.339646212273,0.978944346078,44.0792951542
69,70769,Ljig,normal,279.0,12073.0,12754.0,6389.0,5902.0,487.0,279.0,208.0,6365.0,864.0,720.0,0.500940881292,12754.0,12145.0,2.0,,3.0,1.0,,,11.0,3.0,8.0,4.0,,160.0,3.0,2.0,,1.0,4.0,,7.0,17.0,4.0,133.0,2.0,244.0,serbs,24959.0,24093.0,26473.0,26929.0,28631.0,0.923775238692,0.488859438416,0.952250274424,43.2724014337
70,70777,Ljubovija,normal,356.0,13753.0,14469.0,6805.0,5948.0,857.0,445.0,412.0,7664.0,1015.0,1466.0,0.470315847674,14469.0,14108.0,,,,,17.0,,5.0,2.0,10.0,1.0,1.0,171.0,5.0,4.0,,,,,6.0,8.0,4.0,81.0,1.0,45.0,serbs,28535.0,31292.0,35088.0,41738.0,37949.0,0.874063188832,0.432487457282,0.975050107126,38.6320224719
71,70785,Majdanpek,normal,932.0,17775.0,18686.0,6913.0,5184.0,1729.0,1109.0,620.0,11773.0,1444.0,2190.0,0.369956116879,18686.0,14670.0,6.0,2.0,22.0,2.0,2442.0,16.0,51.0,6.0,56.0,16.0,3.0,9.0,68.0,5.0,2.0,3.0,7.0,1.0,33.0,70.0,41.0,946.0,2.0,207.0,serbs,32104.0,38566.0,43411.0,46038.0,46835.0,0.749891508752,0.29164556962,0.785079738842,19.071888412
72,70793,Mali Zvornik,normal,184.0,12005.0,12482.0,4384.0,3385.0,999.0,599.0,400.0,8098.0,1144.0,2118.0,0.351225765102,12482.0,11677.0,1.0,72.0,1.0,,,,15.0,3.0,4.0,376.0,1.0,25.0,3.0,8.0,,,2.0,1.0,14.0,16.0,14.0,79.0,1.0,169.0,serbs,27100.0,30052.0,31939.0,34877.0,35982.0,0.772125912409,0.281965847564,0.935507130268,65.2445652174
73,70807,Malo Crnice,normal,269.0,10860.0,11458.0,4174.0,3568.0,606.0,399.0,207.0,7284.0,542.0,1542.0,0.364286961075,11458.0,10104.0,2.0,1.0,1.0,1.0,475.0,,4.0,5.0,14.0,5.0,1.0,194.0,56.0,,1.0,2.0,,1.0,7.0,,8.0,187.0,2.0,387.0,serbs,21828.0,23745.0,26496.0,27314.0,27599.0,0.854815524677,0.328545119705,0.881829289579,40.3717472119
74,70815,Medvedja,normal,524.0,7111.0,7438.0,3297.0,2754.0,543.0,267.0,276.0,4141.0,541.0,746.0,0.443264318365,7438.0,6429.0,527.0,1.0,4.0,,,13.0,,1.0,13.0,4.0,1.0,145.0,,1.0,,1.0,,,1.0,143.0,6.0,86.0,,62.0,serbs,29511.0,34440.0,36186.0,39235.0,39343.0,0.835304822566,0.387287301364,0.864345254101,13.570610687
75,70823,Merosina,normal,193.0,13594.0,13968.0,4864.0,3553.0,1311.0,578.0,733.0,9104.0,811.0,1817.0,0.348224513173,13968.0,13094.0,1.0,,5.0,,2.0,,3.0,1.0,10.0,3.0,,736.0,2.0,2.0,,,6.0,,7.0,3.0,3.0,59.0,,31.0,serbs,25288.0,24796.0,25099.0,35123.0,34050.0,0.73046875,0.261365308224,0.937428407789,70.4352331606
76,70831, Mionica,normal,329.0,13821.0,14335.0,6793.0,6339.0,454.0,270.0,184.0,7542.0,867.0,1437.0,0.473875130799,14335.0,13758.0,1.0,,,,,,6.0,2.0,7.0,11.0,,351.0,1.0,1.0,1.0,2.0,3.0,,6.0,14.0,5.0,79.0,,87.0,serbs,25978.0,27292.0,29262.0,31280.0,33126.0,0.933166494921,0.458649880616,0.959748866411,42.009118541
77,70840,Negotin,normal,1090.0,35103.0,37056.0,14126.0,12026.0,2100.0,1439.0,661.0,22930.0,2305.0,3082.0,0.381206822107,37056.0,29461.0,33.0,2.0,61.0,,3382.0,,29.0,9.0,73.0,21.0,6.0,441.0,274.0,10.0,2.0,6.0,6.0,6.0,32.0,50.0,63.0,878.0,9.0,2202.0,serbs,29674.0,32548.0,35172.0,39121.0,39443.0,0.851337958375,0.342591801271,0.795039939551,32.204587156
78,70866,Nova Varos,normal,581.0,15732.0,16638.0,7112.0,4934.0,2178.0,1433.0,745.0,9526.0,1519.0,1187.0,0.427455222984,16638.0,14899.0,3.0,788.0,1.0,,,3.0,37.0,2.0,3.0,526.0,,3.0,1.0,4.0,,2.0,2.0,1.0,5.0,31.0,10.0,149.0,1.0,167.0,serbs,26634.0,28912.0,32509.0,35425.0,35304.0,0.693757030371,0.313628273583,0.895480225989,27.0774526678
79,70874,Novi Pazar,normal,742.0,103087.0,100410.0,31053.0,19605.0,11448.0,4216.0,7232.0,69357.0,9493.0,14113.0,0.309262025695,100410.0,16234.0,202.0,77443.0,5.0,1.0,,246.0,67.0,6.0,7.0,4102.0,2.0,566.0,,13.0,,,4.0,4.0,20.0,44.0,312.0,216.0,70.0,846.0,bosnians,25577.0,29677.0,32898.0,34652.0,34392.0,0.631339967153,0.190179169051,0.161677123792,138.931266846
80,70882,Osecina,normal,319.0,11933.0,12536.0,6462.0,6058.0,404.0,238.0,166.0,6074.0,754.0,978.0,0.515475430759,12536.0,12093.0,1.0,,,,,,6.0,1.0,7.0,4.0,,228.0,2.0,,,,,1.0,6.0,2.0,2.0,22.0,,161.0,serbs,24377.0,27363.0,30579.0,33051.0,33211.0,0.937480656144,0.50766781195,0.964661774091,37.407523511
81,70904,Paracin,normal,542.0,52860.0,54242.0,20496.0,14823.0,5673.0,3312.0,2361.0,33746.0,3854.0,5297.0,0.377862173224,54242.0,51891.0,18.0,4.0,20.0,,53.0,30.0,40.0,9.0,71.0,17.0,12.0,853.0,81.0,20.0,,4.0,8.0,8.0,48.0,82.0,55.0,566.0,13.0,339.0,serbs,29393.0,30648.0,33806.0,38145.0,37930.0,0.723214285714,0.280419977299,0.956657202905,97.5276752768
82,70912,Petrovac,normal,655.0,29897.0,31259.0,11485.0,10112.0,1373.0,885.0,488.0,19774.0,1808.0,3318.0,0.367414184715,31259.0,25015.0,3.0,4.0,4.0,2.0,4609.0,,22.0,16.0,47.0,9.0,2.0,119.0,217.0,8.0,2.0,4.0,6.0,1.0,26.0,35.0,38.0,779.0,7.0,284.0,serbs,25563.0,27353.0,29870.0,31168.0,31957.0,0.880452764475,0.338227915844,0.800249528136,45.6442748092
83,70939,Pirot,normal,1232.0,56396.0,57928.0,24342.0,17338.0,7004.0,4203.0,2801.0,33586.0,4571.0,4054.0,0.420211296782,57928.0,53232.0,19.0,,549.0,1.0,1.0,80.0,47.0,10.0,67.0,9.0,5.0,2576.0,1.0,9.0,3.0,3.0,3.0,4.0,42.0,23.0,25.0,971.0,6.0,242.0,serbs,29720.0,34662.0,38043.0,36429.0,40975.0,0.712266863857,0.307433151287,0.918933848916,45.775974026
84,70947,Pozarevac,normal,374.0,60850.0,61697.0,24767.0,19668.0,5099.0,3427.0,1672.0,36930.0,4754.0,5437.0,0.401429567078,61697.0,56959.0,7.0,10.0,32.0,,161.0,,62.0,35.0,123.0,34.0,8.0,1209.0,77.0,9.0,1.0,7.0,19.0,6.0,74.0,138.0,52.0,1094.0,8.0,1572.0,serbs,,33884.0,36831.0,39710.0,40229.0,0.794121209674,0.323221035333,0.923205342237,162.700534759
85,70955,Pozega,normal,426.0,28757.0,29638.0,13599.0,11453.0,2146.0,1371.0,775.0,16039.0,2439.0,1896.0,0.458836628652,29638.0,28956.0,4.0,3.0,1.0,3.0,,,18.0,3.0,20.0,5.0,2.0,220.0,1.0,5.0,,3.0,3.0,,20.0,39.0,11.0,112.0,,209.0,serbs,26407.0,29713.0,32716.0,34422.0,33974.0,0.842194278991,0.398268247731,0.976989000607,67.5046948357
86,70963,Presevo,normal,264.0,29744.0,3080.0,1159.0,656.0,503.0,209.0,294.0,1921.0,257.0,361.0,0.376298701299,,,,,,,,,,,,,,,,,,,,,,,,,,,,29007.0,32074.0,39793.0,40115.0,37270.0,0.566005176877,0.0220548682087,,112.666666667
87,70971,Priboj,normal,553.0,25979.0,27133.0,10602.0,7483.0,3119.0,1462.0,1657.0,16531.0,2540.0,3033.0,0.390741901006,27133.0,20582.0,3.0,3811.0,1.0,,5.0,3.0,36.0,11.0,9.0,1944.0,,32.0,1.0,5.0,,,3.0,2.0,21.0,119.0,26.0,256.0,10.0,253.0,serbs,24990.0,29446.0,31878.0,26051.0,28092.0,0.705810224486,0.288040340275,0.758559687465,46.9783001808
88,70980,Prijepolje,normal,827.0,36143.0,37059.0,16142.0,11676.0,4466.0,2291.0,2175.0,20917.0,3254.0,3285.0,0.435575703608,37059.0,19496.0,18.0,12792.0,4.0,,,12.0,47.0,1.0,3.0,3543.0,,244.0,,7.0,1.0,4.0,,2.0,12.0,89.0,17.0,535.0,14.0,218.0,serbs,24557.0,27512.0,30643.0,32047.0,32284.0,0.723330442324,0.323050106521,0.52608003454,43.7037484885
89,70998,Prokuplje,normal,759.0,43021.0,44419.0,16527.0,11291.0,5236.0,3138.0,2098.0,27892.0,3674.0,3879.0,0.372070510367,44419.0,40936.0,12.0,7.0,8.0,1.0,1.0,23.0,11.0,8.0,74.0,7.0,3.0,2154.0,75.0,7.0,,4.0,11.0,1.0,35.0,113.0,42.0,277.0,2.0,607.0,serbs,25990.0,27592.0,31181.0,33934.0,34221.0,0.683185091063,0.26245322052,0.921587608906,56.6811594203
90,71005,Razanj,normal,289.0,8614.0,9150.0,3654.0,3377.0,277.0,135.0,142.0,5496.0,453.0,924.0,0.399344262295,9150.0,8815.0,,,2.0,,,,,1.0,11.0,,,195.0,,,,,,,3.0,2.0,7.0,103.0,1.0,10.0,serbs,25721.0,27113.0,29645.0,30881.0,31687.0,0.924192665572,0.392036220107,0.963387978142,29.8062283737
91,71013,Raca,normal,216.0,11045.0,11503.0,4714.0,4015.0,699.0,458.0,241.0,6789.0,761.0,1265.0,0.409806137529,11503.0,11329.0,,,3.0,,,1.0,9.0,,7.0,8.0,,15.0,,2.0,,,4.0,,9.0,7.0,16.0,49.0,6.0,38.0,serbs,21486.0,26133.0,30662.0,32034.0,30288.0,0.851718285957,0.363512901766,0.984873511258,51.1342592593
92,71021,Raska,normal,670.0,23904.0,24678.0,10345.0,7526.0,2819.0,1745.0,1074.0,14333.0,2240.0,2066.0,0.419199286814,24678.0,24135.0,12.0,,4.0,,,12.0,7.0,6.0,21.0,8.0,,202.0,2.0,4.0,,,5.0,1.0,9.0,45.0,6.0,81.0,3.0,115.0,serbs,26538.0,30908.0,34851.0,36761.0,36502.0,0.727501208313,0.31484270415,0.977996596159,35.6776119403
93,71030,Rekovac,normal,366.0,10285.0,11055.0,3717.0,3057.0,660.0,404.0,256.0,7338.0,612.0,1171.0,0.336227951153,11055.0,10712.0,5.0,,3.0,,,,2.0,1.0,8.0,,,41.0,1.0,,1.0,2.0,2.0,,7.0,12.0,7.0,47.0,4.0,200.0,serbs,21926.0,24613.0,31187.0,32095.0,30255.0,0.822437449556,0.297228974234,0.968973315242,28.1010928962
94,71048,Jagodina,normal,470.0,71231.0,71852.0,30095.0,22168.0,7927.0,4764.0,3163.0,41757.0,5472.0,6156.0,0.418847074542,71852.0,68898.0,40.0,5.0,28.0,2.0,136.0,20.0,67.0,25.0,78.0,21.0,3.0,764.0,41.0,11.0,3.0,11.0,17.0,8.0,57.0,109.0,70.0,633.0,12.0,793.0,serbs,27634.0,31244.0,34384.0,35900.0,35323.0,0.736600764247,0.311212814645,0.958887713634,151.555319149
95,71056,Svilajnac,normal,326.0,22595.0,23551.0,8139.0,6636.0,1503.0,992.0,511.0,15412.0,1617.0,2764.0,0.345590420789,23551.0,22048.0,2.0,,5.0,,280.0,3.0,25.0,1.0,22.0,1.0,1.0,324.0,65.0,7.0,1.0,1.0,5.0,,20.0,19.0,29.0,248.0,5.0,439.0,serbs,28709.0,33894.0,37141.0,38702.0,38059.0,0.815333579064,0.293693294977,0.936181053883,69.3098159509
96,71064,Svrljig,normal,497.0,13507.0,14249.0,4830.0,3161.0,1669.0,1027.0,642.0,9419.0,641.0,1388.0,0.338971155871,14249.0,13843.0,,,6.0,,1.0,,3.0,9.0,8.0,2.0,,157.0,1.0,1.0,,,,2.0,6.0,4.0,5.0,116.0,1.0,84.0,serbs,22125.0,25288.0,27432.0,29988.0,30574.0,0.654451345756,0.234026800918,0.971506772405,27.1770623742
97,71072,Sjenica,normal,1059.0,26141.0,26392.0,8479.0,6127.0,2352.0,739.0,1613.0,17913.0,2223.0,3541.0,0.321271597454,26392.0,5264.0,29.0,19498.0,,,,12.0,10.0,,3.0,1234.0,,93.0,,,,,1.0,1.0,6.0,15.0,40.0,57.0,6.0,123.0,bosnians,28359.0,31151.0,33865.0,36523.0,37201.0,0.722608798207,0.234382770361,0.199454380115,24.6846081209
98,71099,Smederevo,normal,484.0,106470.0,108209.0,41506.0,30794.0,10712.0,6456.0,4256.0,66703.0,8216.0,12847.0,0.383572530936,108209.0,101908.0,51.0,7.0,27.0,2.0,6.0,11.0,110.0,120.0,291.0,61.0,15.0,2369.0,67.0,37.0,3.0,13.0,20.0,13.0,161.0,271.0,139.0,1080.0,35.0,1392.0,serbs,37524.0,40458.0,41499.0,40376.0,41569.0,0.741916831301,0.289227012304,0.941770093061,219.979338843
99,71102,Smederevska Palanka,normal,421.0,48611.0,50284.0,19033.0,15197.0,3836.0,2412.0,1424.0,31251.0,3672.0,5468.0,0.378510062843,50284.0,47972.0,16.0,3.0,13.0,,4.0,13.0,43.0,22.0,115.0,17.0,1.0,563.0,5.0,11.0,,9.0,9.0,6.0,63.0,81.0,35.0,614.0,22.0,647.0,serbs,28216.0,29118.0,31509.0,32048.0,31816.0,0.798455314454,0.312624714571,0.954021159812,115.465558195
100,71129,Sokobanja,normal,525.0,15265.0,16021.0,6483.0,5440.0,1043.0,684.0,359.0,9538.0,1078.0,1278.0,0.40465638849,16021.0,14936.0,10.0,1.0,1.0,,22.0,8.0,12.0,15.0,25.0,4.0,,213.0,7.0,2.0,2.0,3.0,7.0,1.0,16.0,19.0,13.0,409.0,2.0,293.0,serbs,30387.0,33690.0,37030.0,38807.0,39187.0,0.839117692426,0.356370782837,0.932276387242,29.0761904762
101,71137,Surdulica,normal,628.0,19624.0,20319.0,7855.0,4645.0,3210.0,1489.0,1721.0,12464.0,1500.0,2528.0,0.386583985432,20319.0,16233.0,6.0,,734.0,,5.0,4.0,7.0,2.0,31.0,6.0,,2631.0,,6.0,,3.0,6.0,1.0,11.0,10.0,6.0,393.0,3.0,221.0,serbs,26835.0,34297.0,36232.0,39916.0,38887.0,0.591343093571,0.236699959234,0.798907426547,31.2484076433
102,71145,Uzice,normal,667.0,76364.0,78040.0,34555.0,28011.0,6544.0,4671.0,1873.0,43485.0,7300.0,4977.0,0.442785750897,78040.0,76089.0,10.0,8.0,3.0,2.0,,3.0,80.0,22.0,47.0,37.0,3.0,70.0,4.0,33.0,,5.0,12.0,2.0,69.0,144.0,37.0,755.0,12.0,593.0,serbs,,,,,,0.81062074953,0.366808967576,0.975,114.488755622
103,71153,Topola,normal,357.0,21506.0,22329.0,9964.0,8580.0,1384.0,829.0,555.0,12365.0,1465.0,1927.0,0.446235836804,22329.0,21602.0,3.0,1.0,3.0,1.0,,,19.0,6.0,18.0,1.0,,105.0,3.0,2.0,,3.0,,2.0,19.0,42.0,11.0,243.0,22.0,223.0,serbs,22098.0,29256.0,29746.0,31682.0,32036.0,0.861099959855,0.398958430206,0.967441443862,60.2408963585
104,71161,Trgoviste,normal,370.0,4806.0,5091.0,3136.0,2777.0,359.0,190.0,169.0,1955.0,447.0,133.0,0.615989000196,5091.0,4977.0,,,14.0,,,,1.0,,27.0,,,29.0,,,,1.0,,,1.0,,,18.0,,23.0,serbs,24200.0,24071.0,28380.0,29334.0,27577.0,0.885522959184,0.577819392426,0.977607542722,12.9891891892
105,71170,Trstenik,normal,448.0,41381.0,42966.0,17991.0,14224.0,3767.0,2177.0,1590.0,24975.0,3423.0,3876.0,0.418726434855,42966.0,41829.0,2.0,,15.0,,9.0,29.0,17.0,8.0,48.0,15.0,4.0,342.0,13.0,8.0,1.0,4.0,3.0,,35.0,84.0,21.0,226.0,6.0,247.0,serbs,24092.0,29160.0,31782.0,33925.0,33837.0,0.790617530988,0.343732630918,0.973537215473,92.3683035714
106,71188,Tutin,normal,742.0,31282.0,31155.0,9838.0,6165.0,3673.0,1002.0,2671.0,21317.0,2457.0,5077.0,0.315775958915,31155.0,1090.0,29.0,28041.0,3.0,,,55.0,4.0,1.0,4.0,1092.0,1.0,67.0,,3.0,,,,,,16.0,8.0,31.0,6.0,704.0,bosnians,26327.0,30655.0,35818.0,37610.0,37520.0,0.626651758487,0.197078191931,0.0349863585299,42.1590296496
107,71196,cicevac,normal,124.0,9121.0,9476.0,3666.0,2871.0,795.0,499.0,296.0,5810.0,663.0,1151.0,0.386872097932,9476.0,9073.0,4.0,,2.0,,,,7.0,2.0,21.0,4.0,,174.0,1.0,3.0,,2.0,1.0,,5.0,12.0,1.0,38.0,3.0,123.0,serbs,22113.0,25146.0,28073.0,29417.0,29086.0,0.783142389525,0.314768117531,0.957471506965,73.5564516129
108,71200,cuprija,normal,287.0,29618.0,30645.0,11458.0,7945.0,3513.0,2253.0,1260.0,19187.0,2316.0,2573.0,0.373894599445,30645.0,28268.0,2.0,7.0,13.0,,782.0,8.0,28.0,3.0,59.0,9.0,1.0,412.0,24.0,3.0,1.0,1.0,14.0,2.0,42.0,30.0,33.0,405.0,8.0,490.0,serbs,27538.0,30488.0,33349.0,34700.0,34327.0,0.693401989876,0.268249037747,0.922434328602,103.198606272
109,71218,Ub,normal,456.0,28358.0,29101.0,13911.0,12453.0,1458.0,804.0,654.0,15190.0,1802.0,3076.0,0.478024810144,29101.0,27525.0,2.0,,2.0,1.0,,1.0,17.0,5.0,18.0,2.0,3.0,1118.0,64.0,5.0,1.0,6.0,2.0,5.0,18.0,25.0,17.0,155.0,1.0,108.0,serbs,25893.0,28612.0,32540.0,33104.0,33644.0,0.895190856157,0.439135340997,0.945843785437,62.1885964912
110,71226,Crna Trava,normal,312.0,1470.0,1663.0,691.0,640.0,51.0,30.0,21.0,972.0,92.0,177.0,0.415514131088,1663.0,1641.0,,,5.0,,,3.0,,,1.0,,,,,2.0,,1.0,,,1.0,,1.0,3.0,,5.0,serbs,22136.0,23457.0,27025.0,31839.0,31456.0,0.926193921852,0.43537414966,0.986770895971,4.71153846154
111,71234,cajetina,normal,647.0,14413.0,14745.0,6282.0,5433.0,849.0,610.0,239.0,8463.0,1093.0,1225.0,0.426042726348,14745.0,14440.0,,2.0,,2.0,,6.0,5.0,6.0,7.0,3.0,,1.0,,1.0,,1.0,1.0,1.0,13.0,36.0,8.0,65.0,,147.0,serbs,25332.0,27739.0,31893.0,33149.0,33045.0,0.864851957975,0.376951363353,0.979315022041,22.2766615147
112,71242,cacak,normal,636.0,113383.0,115337.0,49171.0,39367.0,9804.0,6270.0,3534.0,66166.0,9667.0,8647.0,0.426324596617,115337.0,110886.0,10.0,15.0,18.0,2.0,2.0,17.0,117.0,23.0,112.0,26.0,10.0,530.0,9.0,34.0,2.0,2.0,18.0,9.0,105.0,328.0,56.0,1125.0,24.0,1857.0,serbs,29523.0,32979.0,35613.0,37989.0,38833.0,0.800614183157,0.347203725426,0.961408741341,178.275157233
113,71269,sabac,normal,797.0,113827.0,115884.0,48591.0,38260.0,10331.0,6800.0,3531.0,67293.0,8362.0,12544.0,0.419307238273,115884.0,110642.0,7.0,23.0,9.0,1.0,4.0,49.0,123.0,60.0,80.0,393.0,11.0,1902.0,48.0,35.0,6.0,15.0,18.0,20.0,165.0,70.0,161.0,1256.0,28.0,758.0,serbs,32422.0,36635.0,37772.0,40444.0,41230.0,0.78738861106,0.336124118179,0.954765109938,142.819322459
114,71277,Lapovo,normal,55.0,7550.0,7837.0,2859.0,2040.0,819.0,443.0,376.0,4978.0,555.0,959.0,0.36480796223,7837.0,7613.0,5.0,2.0,6.0,,,,,1.0,7.0,,,56.0,1.0,,,1.0,,,8.0,7.0,6.0,39.0,1.0,84.0,serbs,27055.0,30018.0,33728.0,35938.0,37909.0,0.713536201469,0.270198675497,0.971417634299,137.272727273
115,71285,Nis-Niska Banja ,city-district,146.0,14482.0,14680.0,6387.0,4002.0,2385.0,1568.0,817.0,8293.0,1035.0,1134.0,0.435081743869,14680.0,13731.0,1.0,1.0,23.0,,,,6.0,7.0,16.0,4.0,2.0,562.0,2.0,1.0,,1.0,4.0,,10.0,7.0,18.0,168.0,2.0,114.0,serbs,28002.0,28208.0,29308.0,27943.0,31482.0,0.626585251292,0.276343046541,0.935354223433,99.1917808219
116,71293,Beograd-Surcin,city-district,288.0,45100.0,43819.0,18701.0,15253.0,3448.0,2452.0,996.0,25118.0,3172.0,3871.0,0.426778338164,43819.0,37866.0,12.0,8.0,11.0,1.0,,16.0,93.0,34.0,95.0,102.0,13.0,1415.0,3.0,14.0,2.0,1254.0,14.0,12.0,373.0,89.0,182.0,1066.0,56.0,1088.0,serbs,45655.0,53813.0,57349.0,65718.0,68480.0,0.815624832897,0.338203991131,0.864145690226,156.597222222
117,71307,Nis-Pantelej,city-district,141.0,53387.0,53486.0,23835.0,16179.0,7656.0,5111.0,2545.0,29651.0,4994.0,3291.0,0.445630632315,53486.0,50696.0,10.0,2.0,331.0,,1.0,17.0,69.0,11.0,133.0,10.0,6.0,556.0,3.0,13.0,,9.0,19.0,3.0,62.0,129.0,48.0,788.0,10.0,560.0,serbs,19947.0,23262.0,27958.0,31677.0,32874.0,0.678791692889,0.303051304625,0.947836817111,378.631205674
