mun_id,year,plan,actual,budget_data,income_value,income_data,transfers,debt
71021,2013,9846210.0,8901240.0,1.0,8898190.0,1.0,2365150.0,0.0
71021,2014,8666470.0,7356100.0,1.0,,,,
71021,2015,10111370.0,,1.0,,,,
71030,2011,,,,1907370.0,1.0,1289450.0,67530.0
71030,2012,,,,2826270.0,1.0,2059790.0,30000.0
71030,2013,,,,3006160.0,1.0,2248010.0,0.0
71048,2011,34605640.0,22974380.0,1.0,23462550.0,1.0,9255950.0,1122180.0
71048,2012,36366700.0,27990580.0,1.0,27870980.0,1.0,8576230.0,230460.0
71048,2013,29505720.0,23080540.0,1.0,22664880.0,1.0,5584880.0,398730.0
71048,2014,27252250.0,21786710.0,1.0,,,,
71048,2015,29232200.0,,1.0,,,,
71056,2011,8234223.7,7173715.9,1.0,7740760.0,1.0,1998820.0,841710.0
71056,2012,9121397.4,8441166.5,1.0,9324500.0,1.0,2358620.0,686000.0
71056,2013,10502799.0,9458897.0,1.0,10050780.0,1.0,2546980.0,747700.0
71056,2014,9594999.4,7581271.5,1.0,,,,
71056,2015,10480000.0,,1.0,,,,
71064,2011,3992870.0,2787550.0,1.0,2650100.0,1.0,1515530.0,0.0
71064,2012,4534510.0,4001840.0,1.0,4136790.0,1.0,2782540.0,0.0
71064,2013,5056420.0,3980020.0,1.0,4177790.0,1.0,2829150.0,0.0
71064,2014,5048000.0,4131560.0,1.0,,,,
71064,2015,6418200.0,,1.0,,,,
71072,2011,5950045.0,3979556.8,1.0,4384720.0,1.0,2587520.0,218800.0
71072,2012,9424100.0,7558582.2,1.0,7987470.0,1.0,4724200.0,992450.0
71072,2013,8659370.0,6605609.4,1.0,7009980.0,1.0,4533220.0,281070.0
71072,2014,7832960.0,6453835.8,1.0,,,,
71072,2015,7361054.0,,1.0,,,,
71099,2011,,,,25764330.0,1.0,4156430.0,1483390.0
71099,2012,,,,31287850.0,1.0,4844190.0,1573060.0
71099,2013,,,,25845170.0,1.0,4739800.0,0.0
71102,2011,10031810.0,7970280.0,1.0,8073420.0,1.0,2156210.0,0.0
71102,2012,12043440.0,10348840.0,1.0,10420150.0,1.0,3385070.0,0.0
71102,2013,14044550.0,10178180.0,1.0,10048980.0,1.0,3426900.0,0.0
71102,2014,10478340.0,8487550.0,1.0,,,,
71102,2015,10796150.0,,1.0,,,,
71129,2011,4033950.0,3310140.0,1.0,3348910.0,1.0,1003930.0,0.0
71129,2012,5541270.0,4621380.0,1.0,4779430.0,1.0,1644370.0,0.0
71129,2013,5959570.0,4264470.0,1.0,4594340.0,1.0,1693910.0,0.0
71129,2014,6307940.0,4577600.0,1.0,,,,
71129,2015,7379580.0,,1.0,,,,
71137,2011,6019700.0,4870540.0,1.0,4738900.0,1.0,1396270.0,100740.0
71137,2012,8229860.0,6726120.0,1.0,8196830.0,1.0,2692370.0,464730.0
71137,2013,10142660.0,7260260.0,1.0,7200690.0,1.0,2974520.0,0.0
71137,2014,10014340.0,6774040.0,1.0,,,,
71137,2015,9665400.0,,1.0,,,,
71145,2011,21479275.4,18036725.8,1.0,20073280.0,1.0,3541910.0,1000000.0
71145,2012,25091895.8,21440700.6,1.0,23712520.0,1.0,3410210.0,0.0
71145,2013,23704000.5,21956833.0,1.0,23972310.0,1.0,2672100.0,1460000.0
71145,2014,23293773.3,21217678.7,1.0,,,,
71145,2015,24000000.1,,1.0,,,,
71153,2011,4147640.0,3587480.0,1.0,4302100.0,1.0,1797960.0,230000.0
71153,2012,5217010.0,4296020.0,1.0,4603940.0,1.0,1996690.0,0.0
71153,2013,5245000.0,4486210.0,1.0,4719740.0,1.0,2232240.0,0.0
71153,2014,5820670.0,4870140.0,1.0,,,,
71153,2015,5132370.0,,1.0,,,,
71161,2011,1232600.0,1389490.0,1.0,1390810.0,1.0,780440.0,0.0
71161,2012,2840990.0,2386760.0,1.0,2613580.0,1.0,2035240.0,0.0
71161,2013,3655870.0,2927880.0,1.0,2721280.0,1.0,2210290.0,0.0
71161,2014,3677460.0,2696450.0,1.0,,,,
71161,2015,3172580.0,,1.0,,,,
71170,2011,11202858.3,8164741.9,1.0,8667450.0,1.0,3254880.0,1050000.0
71170,2012,11822710.2,9851938.7,1.0,10724540.0,1.0,4825570.0,150000.0
71170,2013,11269101.4,10336859.5,1.0,10996600.0,1.0,4866270.0,340000.0
71170,2014,10513704.2,9580008.8,1.0,,,,
71170,2015,12561728.2,,1.0,,,,
71188,2011,,,,5515430.0,1.0,3205340.0,274720.0
71188,2012,,,,7556290.0,1.0,4588050.0,0.0
71188,2013,,,,7678310.0,1.0,4945470.0,0.0
71196,2011,,,,1807150.0,1.0,792620.0,244350.0
71196,2012,,,,2727500.0,1.0,1331310.0,176270.0
71196,2013,,,,2457670.0,1.0,1180890.0,100000.0
71200,2011,6787800.0,4651884.6,1.0,4714810.0,1.0,1238340.0,80000.0
71200,2012,7900000.1,6416051.3,1.0,7300020.0,1.0,1836530.0,205370.0
71200,2013,8487000.0,6858002.8,1.0,7279850.0,1.0,2040380.0,0.0
71200,2014,8895390.1,6233474.9,1.0,,,,
71200,2015,10266000.0,,1.0,,,,
71218,2011,10651070.0,10564360.0,1.0,8654360.0,1.0,927940.0,0.0
71218,2012,10680000.0,9387070.0,1.0,9546650.0,1.0,1553510.0,0.0
71218,2013,11500000.0,9214460.0,1.0,9155120.0,1.0,1690750.0,0.0
71218,2014,9859000.0,7739990.0,1.0,,,,
71218,2015,8689700.0,,1.0,,,,
71226,2011,644296.0,565879.5,1.0,602400.0,1.0,390140.0,0.0
71226,2012,1419560.0,1116831.1,1.0,1233680.0,1.0,965900.0,0.0
71226,2013,1678338.0,1232549.6,1.0,1267780.0,1.0,1018240.0,0.0
71226,2014,1703985.2,1107109.9,1.0,,,,
71226,2015,1712000.0,,1.0,,,,
71234,2011,9446154.8,8495158.8,1.0,8306610.0,1.0,700830.0,0.0
71234,2012,11569940.2,9981623.4,1.0,9926970.0,1.0,1063130.0,1000000.0
71234,2013,16405780.2,10697804.2,1.0,12156850.0,1.0,1151440.0,0.0
71234,2014,17865999.9,14637053.6,1.0,,,,
71234,2015,19050000.0,,1.0,,,,
71242,2011,24060080.0,22403850.0,1.0,25125780.0,1.0,4642840.0,372880.0
71242,2012,30491820.0,27980460.0,1.0,29406900.0,1.0,4203990.0,0.0
71242,2013,35501020.0,31316820.0,1.0,31040630.0,1.0,4529020.0,0.0
71242,2014,33276740.0,27877770.0,1.0,,,,
71242,2015,33329540.0,,1.0,,,,
71269,2011,,,,25372140.0,1.0,3693260.0,2407860.0
71269,2012,,,,29424080.0,1.0,4173920.0,2006950.0
71269,2013,,,,28646830.0,1.0,4356300.0,1000000.0
71277,2011,1742994.0,1583915.2,1.0,1702940.0,1.0,341180.0,0.0
71277,2012,1968110.1,1957610.4,1.0,2118290.0,1.0,514740.0,0.0
71277,2013,2189255.1,1944425.5,1.0,2257320.0,1.0,521950.0,0.0
71277,2014,2329633.5,1904333.7,1.0,,,,
71277,2015,2098000.0,,1.0,,,,
71285,2011,1643000.0,1054560.0,1.0,,,,
71285,2012,1656000.0,1125550.0,1.0,,,,
71285,2013,2652150.0,1037370.0,1.0,,,,
71285,2014,1737300.0,1044860.0,1.0,,,,
71285,2015,1452600.0,,1.0,,,,
71307,2011,1281170.0,909980.0,1.0,,,,
71307,2012,1461980.0,1084660.0,1.0,,,,
71307,2013,1662140.0,1196910.0,1.0,,,,
71307,2014,1760270.0,1427720.0,1.0,,,,
71307,2015,1420340.0,,1.0,,,,
71315,2011,1343240.0,869850.0,1.0,,,,
71315,2012,1356990.0,1108450.0,1.0,,,,
71315,2013,2018790.0,1072570.0,1.0,,,,
71315,2014,1468310.0,1005480.0,1.0,,,,
71315,2015,1399030.0,,1.0,,,,
71331,2011,1698680.0,1447820.0,1.0,,,,
71331,2012,1811300.0,1571490.0,1.0,,,,
71331,2013,1928950.0,1400990.0,1.0,,,,
71331,2014,1665100.0,1333810.0,1.0,,,,
71331,2015,1817060.0,,1.0,,,,
71340,2011,2790379.0,1793422.5,1.0,,,,
71340,2012,2551964.3,2224172.0,1.0,,,,
71340,2013,1822455.1,1391167.5,1.0,,,,
71340,2014,1640159.7,1236118.4,1.0,,,,
71340,2015,887244.2,,1.0,,,,
79014,2011,959399726.7,809628106.0,1.0,956453620.0,1.0,52889350.0,146195250.0
79014,2012,1057420743.7,908016072.0,1.0,1029821040.0,1.0,0.0,82432030.0
79014,2013,780000919.1,724773091.0,1.0,871160510.0,1.0,4802020.0,56970190.0
79014,2014,766807519.5,665769110.3,1.0,,,,
79014,2015,802691535.1,,1.0,,,,
79022,2011,85744810.0,70512540.0,1.0,77317230.0,1.0,9680480.0,14423930.0
79022,2012,98292750.0,70062910.0,1.0,79198060.0,1.0,8416160.0,1093110.0
79022,2013,106511010.0,74054240.0,1.0,83495630.0,1.0,9705760.0,4963470.0
79022,2014,103846710.0,71222470.0,1.0,,,,
79022,2015,107585150.0,,1.0,,,,
79049,2011,,,,22546330.0,1.0,2744710.0,1407600.0
79049,2012,,,,24532240.0,1.0,2224700.0,0.0
79049,2013,,,,26851690.0,1.0,2305090.0,0.0
79057,2011,16028440.0,15239999.4,1.0,16337300.0,1.0,3633220.0,524380.0
79057,2012,19618430.0,19549242.5,1.0,21791760.0,1.0,4650100.0,2920.0
79057,2013,24695500.0,20065967.0,1.0,21984710.0,1.0,4754570.0,573780.0
79057,2014,22606110.0,20728610.0,1.0,,,,
79057,2015,23866990.0,,1.0,,,,
80012,2011,5183070.0,3358340.0,1.0,4497080.0,1.0,1123720.0,222730.0
80012,2012,6152570.0,6216600.0,1.0,5558650.0,1.0,1113730.0,0.0
80012,2013,5306410.0,4441714.5,1.0,4803610.0,1.0,1087560.0,0.0
80012,2014,7822030.0,5611190.0,1.0,,,,
80012,2015,8801100.0,,1.0,,,,
80039,2011,4643170.0,3905510.0,1.0,4156660.0,1.0,1599110.0,204040.0
80039,2012,5350020.0,4237390.0,1.0,5828630.0,1.0,2087640.0,200000.0
80039,2013,6792110.0,5248800.0,1.0,5602610.0,1.0,2164390.0,0.0
80039,2014,7969490.0,4925790.0,1.0,,,,
80039,2015,8189930.0,,1.0,,,,
80047,2011,8272800.0,7018130.6,1.0,7968920.0,1.0,1575720.0,0.0
80047,2012,10965533.5,9753301.4,1.0,10390060.0,1.0,2294840.0,0.0
80047,2013,10367106.2,9021364.2,1.0,9434840.0,1.0,2286500.0,0.0
80047,2014,12867377.5,10608362.8,1.0,,,,
80047,2015,10895947.3,,1.0,,,,
80055,2011,,,,3133910.0,1.0,955710.0,0.0
80055,2012,,,,3529510.0,1.0,1233690.0,0.0
80055,2013,,,,4077030.0,1.0,1388180.0,0.0
80063,2011,11937959.1,10514421.3,1.0,10415230.0,1.0,2265230.0,0.0
80063,2012,14440635.9,13022431.6,1.0,13524510.0,1.0,2826440.0,0.0
80063,2013,16192904.7,15330189.0,1.0,15409570.0,1.0,2839530.0,0.0
80063,2014,16010670.6,13357356.1,1.0,,,,
80063,2015,14258270.0,,1.0,,,,
80071,2011,8635000.0,8020841.6,1.0,8162380.0,1.0,1476150.0,40000.0
80071,2012,9519575.5,8474404.0,1.0,10177350.0,1.0,1924380.0,260000.0
80071,2013,10691413.9,9792211.2,1.0,10139570.0,1.0,1899230.0,0.0
80071,2014,10608430.5,8277957.6,1.0,,,,
80071,2015,10571230.9,,1.0,,,,
80080,2011,4479000.0,4133460.0,1.0,3993460.0,1.0,930570.0,50000.0
80080,2012,5080360.0,4850090.0,1.0,5276330.0,1.0,1982720.0,0.0
80080,2013,6577080.0,4864800.0,1.0,4897810.0,1.0,1788340.0,0.0
80080,2014,6584170.0,4787810.0,1.0,,,,
80080,2015,6693200.0,,1.0,,,,
80098,2011,3791640.0,3382720.0,1.0,3435070.0,1.0,1534100.0,0.0
80098,2012,4415540.0,3817230.0,1.0,4367340.0,1.0,2051830.0,0.0
80098,2013,4950000.0,4070000.0,1.0,4426500.0,1.0,2171720.0,0.0
80098,2014,5093460.0,3982210.0,1.0,,,,
80098,2015,4650000.0,,1.0,,,,
80101,2011,4363970.0,3886110.0,1.0,4610790.0,1.0,966810.0,0.0
80101,2012,5468710.0,4817990.0,1.0,5336660.0,1.0,1021680.0,0.0
80101,2013,4987220.0,4303390.0,1.0,4565240.0,1.0,1006590.0,0.0
80101,2014,5959770.0,4127210.0,1.0,,,,
80101,2015,5644840.0,,1.0,,,,
80110,2011,7861660.0,6623130.0,1.0,8285210.0,1.0,2075570.0,206260.0
80110,2012,10720660.0,8789430.0,1.0,10142970.0,1.0,2196690.0,0.0
80110,2013,11100870.0,9347430.0,1.0,11089230.0,1.0,2266740.0,0.0
80110,2014,13529960.0,8471850.0,1.0,,,,
80110,2015,13877030.0,,1.0,,,,
80128,2011,,,,16021020.0,1.0,2083290.0,1544950.0
80128,2012,,,,19619560.0,1.0,2027670.0,380180.0
80128,2013,,,,20237200.0,1.0,2466660.0,1174640.0
80136,2011,5839070.0,4029010.0,1.0,4255130.0,1.0,1631480.0,76020.0
80136,2012,7522890.0,5851650.0,1.0,6364590.0,1.0,2291600.0,0.0
80136,2013,8063020.0,5906190.0,1.0,6280820.0,1.0,2232530.0,0.0
80136,2014,8437150.0,5854650.0,1.0,,,,
80136,2015,8662900.0,,1.0,,,,
80144,2011,5463375.1,4752018.2,1.0,5214700.0,1.0,2718300.0,0.0
80144,2012,7370106.2,5192720.2,1.0,6809480.0,1.0,3036830.0,0.0
80144,2013,8886343.0,5936242.8,1.0,6378000.0,1.0,2706020.0,0.0
80144,2014,8179489.0,6300785.9,1.0,,,,
80144,2015,7927622.2,,1.0,,,,
80152,2011,36384000.0,31017834.3,1.0,35546490.0,1.0,4675040.0,361050.0
80152,2012,42012290.1,36246897.2,1.0,41613590.0,1.0,4585810.0,718780.0
80152,2013,45110827.7,35345596.1,1.0,37086270.0,1.0,3868090.0,0.0
80152,2014,46121669.2,38093252.9,1.0,,,,
80152,2015,49517017.8,,1.0,,,,
80179,2011,,,,13743290.0,1.0,2665120.0,0.0
80179,2012,,,,15581360.0,1.0,3099600.0,0.0
80179,2013,,,,14413670.0,1.0,2154470.0,0.0
80187,2011,,,,3129190.0,1.0,972180.0,90000.0
80187,2012,,,,4644410.0,1.0,2049310.0,350000.0
80187,2013,,,,4203610.0,1.0,1467700.0,550000.0
80195,2011,10000000.0,8380170.0,1.0,9690240.0,1.0,1455830.0,473320.0
80195,2012,12300000.0,10194050.0,1.0,11556210.0,1.0,1351150.0,0.0
80195,2013,12000000.0,9682500.0,1.0,10235580.0,1.0,1277690.0,0.0
80195,2014,8950000.0,7687070.0,1.0,,,,
80195,2015,10409300.0,,1.0,,,,
80209,2011,18891079.9,17564224.6,1.0,17415630.0,1.0,2693560.0,0.0
80209,2012,22758577.7,21115939.4,1.0,21406770.0,1.0,2884310.0,0.0
80209,2013,22075952.5,19804129.2,1.0,19457920.0,1.0,2916920.0,0.0
80209,2014,22081948.7,19233979.5,1.0,,,,
80209,2015,19834268.2,,1.0,,,,
80217,2011,5311770.0,4755800.0,1.0,5182830.0,1.0,1860890.0,706030.0
80217,2012,6450000.0,6150120.0,1.0,7633660.0,1.0,2533080.0,0.0
80217,2013,6391280.0,5601940.0,1.0,6417150.0,1.0,2649670.0,0.0
80217,2014,7630000.0,6057530.0,1.0,,,,
80217,2015,8970000.0,,1.0,,,,
80225,2011,7764419.2,6129104.8,1.0,7344070.0,1.0,1941500.0,0.0
80225,2012,10675966.7,8526719.0,1.0,9307400.0,1.0,2329820.0,0.0
80225,2013,11270490.3,7284476.3,1.0,9169350.0,1.0,2698320.0,0.0
80225,2014,11977325.2,7385972.9,1.0,,,,
80225,2015,11786434.0,,1.0,,,,
80233,2011,11619850.0,9899997.9,1.0,10399190.0,1.0,2175250.0,800000.0
80233,2012,14298260.0,12095186.3,1.0,11094620.0,1.0,2468190.0,0.0
80233,2013,14547110.1,11796804.8,1.0,11585120.0,1.0,2527700.0,800000.0
80233,2014,12730000.0,9458550.0,1.0,,,,
80233,2015,12174940.0,,1.0,,,,
80241,2011,,,,2375810.0,1.0,811960.0,0.0
80241,2012,,,,3170750.0,1.0,1178280.0,0.0
80241,2013,,,,3265840.0,1.0,1153620.0,0.0
80250,2011,,,,2321750.0,1.0,1134870.0,0.0
80250,2012,,,,3312290.0,1.0,1524650.0,0.0
80250,2013,,,,3220600.0,1.0,1472840.0,0.0
80268,2011,,,,4967520.0,1.0,1550280.0,0.0
80268,2012,,,,6318150.0,1.0,1734200.0,0.0
80268,2013,,,,6261440.0,1.0,1834700.0,0.0
80276,2011,,,,2738990.0,1.0,948960.0,96520.0
80276,2012,,,,4033020.0,1.0,1546120.0,0.0
80276,2013,,,,3401650.0,1.0,1396030.0,0.0
80292,2011,1590200.0,1774840.0,1.0,1807730.0,1.0,812490.0,0.0
80292,2012,2112010.0,2474450.0,1.0,2479530.0,1.0,1047330.0,0.0
80292,2013,2233050.0,2253770.0,1.0,2546190.0,1.0,1096360.0,0.0
80292,2014,2460111.0,1719311.0,1.0,,,,
80292,2015,2876640.0,,1.0,,,,
80306,2011,7022872.0,5736606.5,1.0,5125900.0,1.0,1833540.0,0.0
80306,2012,8920898.1,7676611.4,1.0,8032250.0,1.0,3143540.0,0.0
80306,2013,9784043.3,7688496.0,1.0,9710570.0,1.0,3103550.0,0.0
80306,2014,9039696.5,6627961.8,1.0,,,,
80306,2015,8784837.1,,1.0,,,,
80314,2011,51204293.5,36383478.6,1.0,39119830.0,1.0,4155010.0,1364690.0
80314,2012,53220280.1,44296800.5,1.0,48057490.0,1.0,3889180.0,2604640.0
80314,2013,53555678.4,42271795.5,1.0,47172630.0,1.0,3641340.0,1246830.0
80314,2014,52405731.0,38844566.0,1.0,,,,
80314,2015,48308373.1,,1.0,,,,
80322,2011,13882310.0,4357901.0,1.0,4791110.0,1.0,1065930.0,3720.0
80322,2012,7162496.6,5711346.0,1.0,7374180.0,1.0,2572210.0,0.0
80322,2013,12376851.4,7919057.5,1.0,9548360.0,1.0,1255070.0,3400000.0
80322,2014,17397800.0,9917413.8,1.0,,,,
80322,2015,21638959.9,,1.0,,,,
80349,2011,,,,3111570.0,1.0,1504210.0,0.0
80349,2012,,,,3982490.0,1.0,1899040.0,0.0
80349,2013,,,,4132540.0,1.0,2062940.0,0.0
80357,2011,14853461.1,11288957.9,1.0,11179180.0,1.0,2514100.0,0.0
80357,2012,18327734.8,14004985.2,1.0,13955870.0,1.0,2790180.0,0.0
80357,2013,18538035.8,14923197.6,1.0,14931110.0,1.0,3056990.0,996380.0
80357,2014,16778253.2,13895923.7,1.0,,,,
80357,2015,17094364.6,,1.0,,,,
80365,2011,7600620.0,5254250.0,1.0,5456010.0,1.0,1168730.0,0.0
80365,2012,8633120.0,6655100.0,1.0,7225480.0,1.0,1210680.0,13500.0
80365,2013,9039402.1,6438994.7,1.0,6528400.0,1.0,1152090.0,0.0
80365,2014,9312958.4,6618562.4,1.0,,,,
80365,2015,8371598.0,,1.0,,,,
80373,2011,3370760.0,3195120.0,1.0,3190410.0,1.0,1428540.0,0.0
80373,2012,4653850.0,4497740.0,1.0,4578730.0,1.0,1673210.0,0.0
80373,2013,7833120.0,7627710.0,1.0,4261020.0,1.0,1550670.0,0.0
80373,2014,4880030.0,4384620.0,1.0,,,,
80373,2015,4581710.0,,1.0,,,,
80381,2011,21248945.6,18258584.9,1.0,20809830.0,1.0,3701740.0,1541410.0
80381,2012,24422030.5,21794944.9,1.0,23864680.0,1.0,5136740.0,17790.0
80381,2013,26642176.1,21892413.9,1.0,21542940.0,1.0,4312930.0,0.0
80381,2014,27841079.5,22246173.1,1.0,,,,
80381,2015,26824279.1,,1.0,,,,
80390,2011,,,,3734810.0,1.0,714610.0,0.0
80390,2012,,,,5500730.0,1.0,1282030.0,0.0
80390,2013,,,,5633780.0,1.0,1397400.0,0.0
80403,2011,20426030.0,16088320.0,1.0,16203350.0,1.0,2949460.0,245680.0
80403,2012,22627410.0,19842730.0,1.0,20499350.0,1.0,3201580.0,0.0
80403,2013,24281480.0,22021650.0,1.0,21221870.0,1.0,3728830.0,0.0
80403,2014,25245900.0,20767800.0,1.0,,,,
80403,2015,32120450.0,,1.0,,,,
80411,2011,2480000.0,1988180.0,1.0,2491800.0,1.0,381550.0,0.0
80411,2012,3000000.0,2625910.0,1.0,2502020.0,1.0,532890.0,0.0
80411,2013,2900000.0,2382450.0,1.0,2725370.0,1.0,811340.0,0.0
80411,2014,3100000.0,2750480.0,1.0,,,,
80411,2015,3000000.0,,1.0,,,,
80420,2011,19668660.0,13460370.3,1.0,15763690.0,1.0,1837870.0,278770.0
80420,2012,24320060.0,18189072.3,1.0,22887020.0,1.0,2496550.0,1353760.0
80420,2013,32390240.0,17958323.9,1.0,19039830.0,1.0,2420870.0,0.0
80420,2014,29860930.0,21865453.7,1.0,,,,
80420,2015,28444560.0,,1.0,,,,
80438,2011,58835540.0,38402530.0,1.0,39387920.0,1.0,6487380.0,1160780.0
80438,2012,57466280.0,47207660.0,1.0,46614920.0,1.0,5479820.0,28590.0
80438,2013,55099770.0,43623500.0,1.0,43401120.0,1.0,5245730.0,7800.0
80438,2014,55307360.0,44602020.0,1.0,,,,
80438,2015,57891770.0,,1.0,,,,
80446,2011,6095850.0,5091500.0,1.0,5716820.0,1.0,1349130.0,0.0
80446,2012,6913260.0,6405270.0,1.0,7496880.0,1.0,1434010.0,0.0
80446,2013,8181560.0,6436570.0,1.0,7302530.0,1.0,1705890.0,0.0
80446,2014,7409170.0,6472290.0,1.0,,,,
80446,2015,9299450.0,,1.0,,,,
80454,2011,2605080.0,2352200.0,1.0,2624120.0,1.0,992850.0,174490.0
80454,2012,4117170.0,3332340.4,1.0,3859220.0,1.0,1547410.0,364740.0
80454,2013,7330764.3,3287362.5,1.0,3689900.0,1.0,1482610.0,0.0
80454,2014,5504030.0,3451885.8,1.0,,,,
80454,2015,5732740.0,,1.0,,,,
80462,2011,10066440.0,9890960.0,1.0,11443710.0,1.0,1897600.0,1100000.0
80462,2012,14617090.0,12712870.0,1.0,12344340.0,1.0,2420950.0,0.0
80462,2013,31061910.0,28205130.0,1.0,13123260.0,1.0,2471850.0,600000.0
80462,2014,13302020.0,11190110.0,1.0,,,,
80462,2015,12995610.0,,1.0,,,,
80489,2011,2086920.0,1477540.0,1.0,3266390.0,1.0,1431100.0,0.0
80489,2012,2307350.0,1484000.0,1.0,4133860.0,1.0,1913580.0,0.0
80489,2013,2535410.0,1498020.0,1.0,3920150.0,1.0,1856100.0,0.0
80489,2014,3136360.0,2215890.0,1.0,,,,
80489,2015,4029670.0,,1.0,,,,
80497,2011,7799350.0,6785130.0,1.0,7195630.0,1.0,1821860.0,300000.0
80497,2012,9746730.0,9082180.0,1.0,9129150.0,1.0,2736640.0,300000.0
80497,2013,9800620.0,9116930.0,1.0,9082100.0,1.0,2391180.0,300000.0
80497,2014,9532000.0,8179620.0,1.0,,,,
80497,2015,10952020.0,,1.0,,,,
89010,2011,204298405.5,144298234.2,1.0,155431680.0,1.0,14817400.0,15077970.0
89010,2012,235186746.6,160932467.5,1.0,185584840.0,1.0,9442160.0,16111370.0
89010,2013,242611060.4,159771298.4,1.0,167625280.0,1.0,9908730.0,6816690.0
89010,2014,247410978.2,173658697.1,1.0,,,,
89010,2015,199616082.9,,1.0,,,,
